stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,Fixation.started,grating.started,key_resp.started,Fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
82,0.5,2.0,100.09790208299819,,100.08914008300053,100.09790208299819,100.58442516600189,100.58442516600189,100.58983387499757,100.88638949999586,101.00678675000381,left,-2.0,0,0,0.4084553760039853,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
83,0.5,2.5,101.01752066599147,,101.00742562499363,101.01752066599147,101.50294854099047,101.50294854099047,101.50620537500072,101.80306491599185,102.17275262500334,right,2.5,1,1,0.6569101249915548,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
84,0.5,2.5,102.18200262499158,,102.17339845799142,102.18200262499158,102.66395750000083,102.66395750000083,102.6863622910023,102.96152929100208,103.25541262500337,right,2.5,1,1,0.5798565000004601,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
85,0.5,2.5,103.26456658299139,,103.25600237499748,103.26456658299139,103.75143391599704,103.75143391599704,103.75565824999649,104.05302641600429,104.44701937500213,left,-2.5,1,1,0.6923949579941109,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
86,0.5,2.0,104.45642116600357,,104.44752054099808,104.45642116600357,104.94495199999074,104.94495199999074,104.95303004099696,105.23110637499485,105.5478238749929,right,2.0,1,1,0.5877840000030119,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
87,0.5,2.0,105.55656429099326,,105.54833750000398,105.55656429099326,106.0446537079988,106.0446537079988,106.04822108299413,106.34488274999603,106.63848583299841,left,-2.0,1,1,0.5881681260070764,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
88,0.5,2.0,106.66211420799664,,106.63894595799502,106.66211420799664,107.1348044579936,107.1348044579936,107.16126129099575,107.43639925000025,107.83924954099348,left,-2.0,1,1,0.6979104589991039,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
89,0.5,1.5,107.84759654100344,,107.83963474999473,107.84759654100344,108.33455083299486,108.33455083299486,108.33952424999734,108.63631537499896,108.93075349999708,right,1.5,1,1,0.5821380010020221,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
90,0.5,1.5,108.93983200000366,,108.93121999999858,108.93983200000366,109.4232742079912,109.4232742079912,109.43702741600282,109.71967849999783,110.07155483300448,right,1.5,1,1,0.6434555830055615,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
91,0.5,1.5,110.07970670799841,,110.07201183299185,110.07970670799841,110.56616129100439,110.56616129100439,110.57834862500022,110.8613734160026,111.29250054099248,right,1.5,1,1,0.7215203329978976,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
92,0.5,1.0,111.30210287499358,,111.29296883300412,111.30210287499358,111.79471287499473,111.79471287499473,111.79471287499473,112.08101237499795,112.70516587499878,right,1.0,1,1,0.9039114999904996,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
93,0.5,1.0,112.71387054100342,,112.70560899999691,112.71387054100342,113.20303474999673,113.20303474999673,113.20624829099688,113.50324858300155,113.77242174999265,left,-1.0,1,1,0.5605704589979723,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
94,0.5,1.0,113.7813577909983,,113.77288608299568,113.7813577909983,114.26964479099843,114.26964479099843,114.27308291599911,114.56963974999962,114.79722079099156,right,1.0,1,1,0.5189525840105489,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
95,0.5,1.0,114.80559854100284,,114.79777691599156,114.80559854100284,115.29138958299882,115.29138958299882,115.30372654099483,115.58653320799931,115.78061112499563,left,-1.0,1,1,0.4822203749936307,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
96,0.5,1.0,115.78975366600207,,115.78107020800235,115.78975366600207,116.27510416599398,116.27510416599398,116.2812690409919,116.57801687499159,116.64772412499588,right,1.0,1,1,0.36939583299681544,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
97,0.5,1.0,116.65527624999231,,116.64835779099667,116.65527624999231,117.1450018750038,117.1450018750038,117.15286066599947,117.43698995799059,117.60601191599562,right,1.0,0,0,0.45846554200397804,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
98,0.5,1.5,117.6140393329988,,117.60665495799913,117.6140393329988,118.10129583299567,118.10129583299567,118.10549641599937,118.40301479099435,118.47306312499859,right,1.5,1,1,0.3672240839950973,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
99,0.5,1.5,118.48016441600339,,118.47355424999841,118.48016441600339,118.96927533300186,118.96927533300186,118.9717594160029,119.25753729099233,119.72302199999103,right,1.5,1,1,0.7492312499962281,949631,001,2025-09-04_10h32.50.641,Adaptive_staircase Experiment 2,,2025.1.1,None,2025-09-04 10h32.53.080502 +0530,
